v4_2,Lower CI,Upper CI,two-year-intervals,Time,administrative-geography,Geography,sex,Sex,age-groups,AgeGroups
80.2,79.31,81.1,2008-10,2008-10,W06000024,Merthyr Tydfil,female,Female,0-1,00-01
79.53,78.66,80.4,2006-08,2006-08,W06000024,Merthyr Tydfil,female,Female,0-1,00-01
81.59,81.0,82.18,2006-08,2006-08,N09000009,Mid Ulster,female,Female,0-1,00-01
76.16,75.52,76.81,2006-08,2006-08,N09000009,Mid Ulster,male,Male,0-1,00-01
81.82,81.22,82.41,2008-10,2008-10,N09000009,Mid Ulster,female,Female,0-1,00-01
77.11,76.49,77.74,2007-09,2007-09,N09000009,Mid Ulster,male,Male,0-1,00-01
77.73,77.1,78.35,2008-10,2008-10,N09000009,Mid Ulster,male,Male,0-1,00-01
81.86,81.28,82.45,2007-09,2007-09,N09000009,Mid Ulster,female,Female,0-1,00-01
80.06,79.71,80.41,2006-08,2006-08,S12000047,Fife,female,Female,0-1,00-01
76.06,75.69,76.44,2007-09,2007-09,S12000047,Fife,male,Male,0-1,00-01
75.81,75.43,76.2,2006-08,2006-08,S12000047,Fife,male,Male,0-1,00-01
80.0,79.65,80.35,2007-09,2007-09,S12000047,Fife,female,Female,0-1,00-01
76.28,75.9,76.65,2008-10,2008-10,S12000047,Fife,male,Male,0-1,00-01
80.28,79.94,80.63,2008-10,2008-10,S12000047,Fife,female,Female,0-1,00-01
75.95,75.35,76.56,2006-08,2006-08,W06000013,Bridgend,male,Male,0-1,00-01
80.12,79.56,80.68,2006-08,2006-08,W06000013,Bridgend,female,Female,0-1,00-01
81.04,80.48,81.6,2007-09,2007-09,W06000013,Bridgend,female,Female,0-1,00-01
76.35,75.74,76.95,2007-09,2007-09,W06000013,Bridgend,male,Male,0-1,00-01
76.78,76.18,77.39,2008-10,2008-10,W06000013,Bridgend,male,Male,0-1,00-01
81.26,80.72,81.8,2008-10,2008-10,W06000013,Bridgend,female,Female,0-1,00-01
76.0,74.38,77.61,2007-09,2007-09,S12000023,Orkney Islands,male,Male,0-1,00-01
74.92,73.29,76.55,2006-08,2006-08,S12000023,Orkney Islands,male,Male,0-1,00-01
77.83,76.17,79.49,2008-10,2008-10,S12000023,Orkney Islands,male,Male,0-1,00-01
81.9,80.68,83.11,2007-09,2007-09,S12000023,Orkney Islands,female,Female,0-1,00-01
81.71,80.33,83.08,2008-10,2008-10,S12000023,Orkney Islands,female,Female,0-1,00-01
81.55,80.34,82.75,2006-08,2006-08,S12000023,Orkney Islands,female,Female,0-1,00-01
82.1,80.96,83.24,2007-09,2007-09,S12000013,Na h-Eileanan Siar,female,Female,0-1,00-01
81.49,80.32,82.66,2006-08,2006-08,S12000013,Na h-Eileanan Siar,female,Female,0-1,00-01
73.88,72.47,75.29,2007-09,2007-09,S12000013,Na h-Eileanan Siar,male,Male,0-1,00-01
73.8,72.29,75.31,2006-08,2006-08,S12000013,Na h-Eileanan Siar,male,Male,0-1,00-01
82.15,80.98,83.31,2008-10,2008-10,S12000013,Na h-Eileanan Siar,female,Female,0-1,00-01
74.45,73.12,75.79,2008-10,2008-10,S12000013,Na h-Eileanan Siar,male,Male,0-1,00-01
76.99,76.45,77.54,2006-08,2006-08,N09000002,"Armagh City, Banbridge and Craigavon",male,Male,0-1,00-01
81.9,81.4,82.4,2008-10,2008-10,N09000002,"Armagh City, Banbridge and Craigavon",female,Female,0-1,00-01
81.85,81.35,82.34,2006-08,2006-08,N09000002,"Armagh City, Banbridge and Craigavon",female,Female,0-1,00-01
76.97,76.44,77.5,2008-10,2008-10,N09000002,"Armagh City, Banbridge and Craigavon",male,Male,0-1,00-01
81.93,81.44,82.43,2007-09,2007-09,N09000002,"Armagh City, Banbridge and Craigavon",female,Female,0-1,00-01
77.15,76.61,77.68,2007-09,2007-09,N09000002,"Armagh City, Banbridge and Craigavon",male,Male,0-1,00-01
81.86,81.32,82.4,2008-10,2008-10,W06000005,Flintshire,female,Female,0-1,00-01
81.82,81.3,82.34,2007-09,2007-09,W06000005,Flintshire,female,Female,0-1,00-01
81.63,81.11,82.14,2006-08,2006-08,W06000005,Flintshire,female,Female,0-1,00-01
78.04,77.48,78.6,2007-09,2007-09,W06000005,Flintshire,male,Male,0-1,00-01
77.53,76.94,78.11,2006-08,2006-08,W06000005,Flintshire,male,Male,0-1,00-01
78.23,77.67,78.8,2008-10,2008-10,W06000005,Flintshire,male,Male,0-1,00-01
81.06,80.75,81.37,2007-09,2007-09,S12000036,City of Edinburgh,female,Female,0-1,00-01
76.79,76.46,77.12,2008-10,2008-10,S12000036,City of Edinburgh,male,Male,0-1,00-01
76.49,76.15,76.83,2007-09,2007-09,S12000036,City of Edinburgh,male,Male,0-1,00-01
81.36,81.05,81.67,2008-10,2008-10,S12000036,City of Edinburgh,female,Female,0-1,00-01
76.14,75.79,76.48,2006-08,2006-08,S12000036,City of Edinburgh,male,Male,0-1,00-01
81.02,80.7,81.33,2006-08,2006-08,S12000036,City of Edinburgh,female,Female,0-1,00-01
79.36,78.78,79.95,2008-10,2008-10,W06000023,Powys,male,Male,0-1,00-01
79.14,78.55,79.73,2007-09,2007-09,W06000023,Powys,male,Male,0-1,00-01
83.08,82.51,83.65,2008-10,2008-10,W06000023,Powys,female,Female,0-1,00-01
82.55,81.95,83.16,2006-08,2006-08,W06000023,Powys,female,Female,0-1,00-01
78.96,78.38,79.54,2006-08,2006-08,W06000023,Powys,male,Male,0-1,00-01
83.03,82.45,83.61,2007-09,2007-09,W06000023,Powys,female,Female,0-1,00-01
81.72,81.49,81.95,2007-09,2007-09,E10000024,Nottinghamshire,female,Female,0-1,00-01
78.02,77.78,78.27,2007-09,2007-09,E10000024,Nottinghamshire,male,Male,0-1,00-01
77.64,77.39,77.89,2006-08,2006-08,E10000024,Nottinghamshire,male,Male,0-1,00-01
81.63,81.4,81.86,2006-08,2006-08,E10000024,Nottinghamshire,female,Female,0-1,00-01
78.27,78.03,78.51,2008-10,2008-10,E10000024,Nottinghamshire,male,Male,0-1,00-01
82.08,81.86,82.31,2008-10,2008-10,E10000024,Nottinghamshire,female,Female,0-1,00-01
77.73,77.48,77.98,2006-08,2006-08,E10000007,Derbyshire,male,Male,0-1,00-01
82.04,81.81,82.26,2007-09,2007-09,E10000007,Derbyshire,female,Female,0-1,00-01
82.34,82.11,82.56,2008-10,2008-10,E10000007,Derbyshire,female,Female,0-1,00-01
78.06,77.81,78.31,2007-09,2007-09,E10000007,Derbyshire,male,Male,0-1,00-01
81.65,81.41,81.88,2006-08,2006-08,E10000007,Derbyshire,female,Female,0-1,00-01
78.54,78.3,78.79,2008-10,2008-10,E10000007,Derbyshire,male,Male,0-1,00-01
77.37,76.7,78.04,2006-08,2006-08,W06000002,Gwynedd,male,Male,0-1,00-01
77.45,76.78,78.11,2007-09,2007-09,W06000002,Gwynedd,male,Male,0-1,00-01
81.96,81.39,82.53,2006-08,2006-08,W06000002,Gwynedd,female,Female,0-1,00-01
77.57,76.94,78.2,2008-10,2008-10,W06000002,Gwynedd,male,Male,0-1,00-01
82.05,81.49,82.6,2007-09,2007-09,W06000002,Gwynedd,female,Female,0-1,00-01
82.11,81.55,82.67,2008-10,2008-10,W06000002,Gwynedd,female,Female,0-1,00-01
74.55,73.89,75.21,2006-08,2006-08,S12000008,East Ayrshire,male,Male,0-1,00-01
78.59,77.96,79.21,2007-09,2007-09,S12000008,East Ayrshire,female,Female,0-1,00-01
74.59,73.93,75.24,2007-09,2007-09,S12000008,East Ayrshire,male,Male,0-1,00-01
78.35,77.73,78.97,2006-08,2006-08,S12000008,East Ayrshire,female,Female,0-1,00-01
79.36,78.77,79.96,2008-10,2008-10,S12000008,East Ayrshire,female,Female,0-1,00-01
75.42,74.78,76.05,2008-10,2008-10,S12000008,East Ayrshire,male,Male,0-1,00-01
75.6,75.13,76.07,2007-09,2007-09,S12000033,Aberdeen City,male,Male,0-1,00-01
80.79,80.37,81.21,2008-10,2008-10,S12000033,Aberdeen City,female,Female,0-1,00-01
75.3,74.82,75.78,2006-08,2006-08,S12000033,Aberdeen City,male,Male,0-1,00-01
80.3,79.86,80.75,2006-08,2006-08,S12000033,Aberdeen City,female,Female,0-1,00-01
80.55,80.12,80.97,2007-09,2007-09,S12000033,Aberdeen City,female,Female,0-1,00-01
76.14,75.66,76.61,2008-10,2008-10,S12000033,Aberdeen City,male,Male,0-1,00-01
76.78,76.06,77.5,2006-08,2006-08,W06000020,Torfaen,male,Male,0-1,00-01
77.24,76.53,77.95,2008-10,2008-10,W06000020,Torfaen,male,Male,0-1,00-01
81.43,80.76,82.1,2008-10,2008-10,W06000020,Torfaen,female,Female,0-1,00-01
80.7,80.0,81.4,2006-08,2006-08,W06000020,Torfaen,female,Female,0-1,00-01
80.71,80.01,81.4,2007-09,2007-09,W06000020,Torfaen,female,Female,0-1,00-01
76.54,75.8,77.28,2007-09,2007-09,W06000020,Torfaen,male,Male,0-1,00-01
75.61,75.18,76.04,2007-09,2007-09,E06000016,Leicester,male,Male,0-1,00-01
75.74,75.32,76.16,2006-08,2006-08,E06000016,Leicester,male,Male,0-1,00-01
80.27,79.86,80.68,2007-09,2007-09,E06000016,Leicester,female,Female,0-1,00-01
80.19,79.79,80.59,2006-08,2006-08,E06000016,Leicester,female,Female,0-1,00-01
75.69,75.27,76.12,2008-10,2008-10,E06000016,Leicester,male,Male,0-1,00-01
80.44,80.03,80.85,2008-10,2008-10,E06000016,Leicester,female,Female,0-1,00-01
77.98,77.4,78.56,2007-09,2007-09,S12000048,Perth and Kinross,male,Male,0-1,00-01
82.1,81.58,82.62,2008-10,2008-10,S12000048,Perth and Kinross,female,Female,0-1,00-01
77.35,76.78,77.93,2006-08,2006-08,S12000048,Perth and Kinross,male,Male,0-1,00-01
81.59,81.06,82.12,2007-09,2007-09,S12000048,Perth and Kinross,female,Female,0-1,00-01
81.33,80.79,81.87,2006-08,2006-08,S12000048,Perth and Kinross,female,Female,0-1,00-01
78.83,78.26,79.4,2008-10,2008-10,S12000048,Perth and Kinross,male,Male,0-1,00-01
80.59,80.03,81.15,2006-08,2006-08,N09000010,"Newry, Mourne and Down",female,Female,0-1,00-01
76.64,76.06,77.21,2006-08,2006-08,N09000010,"Newry, Mourne and Down",male,Male,0-1,00-01
77.45,76.89,78.02,2008-10,2008-10,N09000010,"Newry, Mourne and Down",male,Male,0-1,00-01
77.45,76.88,78.02,2007-09,2007-09,N09000010,"Newry, Mourne and Down",male,Male,0-1,00-01
81.18,80.63,81.74,2007-09,2007-09,N09000010,"Newry, Mourne and Down",female,Female,0-1,00-01
81.44,80.89,81.99,2008-10,2008-10,N09000010,"Newry, Mourne and Down",female,Female,0-1,00-01
82.49,81.94,83.04,2007-09,2007-09,W06000014,Vale of Glamorgan,female,Female,0-1,00-01
77.65,77.02,78.29,2006-08,2006-08,W06000014,Vale of Glamorgan,male,Male,0-1,00-01
82.26,81.71,82.8,2006-08,2006-08,W06000014,Vale of Glamorgan,female,Female,0-1,00-01
77.99,77.35,78.63,2007-09,2007-09,W06000014,Vale of Glamorgan,male,Male,0-1,00-01
78.66,78.07,79.26,2008-10,2008-10,W06000014,Vale of Glamorgan,male,Male,0-1,00-01
82.6,82.01,83.18,2008-10,2008-10,W06000014,Vale of Glamorgan,female,Female,0-1,00-01
80.95,80.35,81.55,2006-08,2006-08,S12000026,Scottish Borders,female,Female,0-1,00-01
81.46,80.87,82.06,2008-10,2008-10,S12000026,Scottish Borders,female,Female,0-1,00-01
77.24,76.56,77.93,2007-09,2007-09,S12000026,Scottish Borders,male,Male,0-1,00-01
77.63,76.95,78.31,2008-10,2008-10,S12000026,Scottish Borders,male,Male,0-1,00-01
81.33,80.74,81.93,2007-09,2007-09,S12000026,Scottish Borders,female,Female,0-1,00-01
77.21,76.55,77.88,2006-08,2006-08,S12000026,Scottish Borders,male,Male,0-1,00-01
78.1,77.84,78.36,2007-09,2007-09,E10000019,Lincolnshire,male,Male,0-1,00-01
82.15,81.9,82.4,2008-10,2008-10,E10000019,Lincolnshire,female,Female,0-1,00-01
77.75,77.49,78.02,2006-08,2006-08,E10000019,Lincolnshire,male,Male,0-1,00-01
81.82,81.57,82.07,2007-09,2007-09,E10000019,Lincolnshire,female,Female,0-1,00-01
81.53,81.28,81.79,2006-08,2006-08,E10000019,Lincolnshire,female,Female,0-1,00-01
78.45,78.19,78.7,2008-10,2008-10,E10000019,Lincolnshire,male,Male,0-1,00-01
77.48,76.71,78.25,2006-08,2006-08,S12000011,East Renfrewshire,male,Male,0-1,00-01
82.18,81.49,82.86,2008-10,2008-10,S12000011,East Renfrewshire,female,Female,0-1,00-01
81.85,81.16,82.54,2006-08,2006-08,S12000011,East Renfrewshire,female,Female,0-1,00-01
81.83,81.11,82.55,2007-09,2007-09,S12000011,East Renfrewshire,female,Female,0-1,00-01
78.28,77.51,79.05,2008-10,2008-10,S12000011,East Renfrewshire,male,Male,0-1,00-01
77.88,77.11,78.65,2007-09,2007-09,S12000011,East Renfrewshire,male,Male,0-1,00-01
77.8,77.2,78.4,2008-10,2008-10,N09000001,Antrim and Newtownabbey,male,Male,0-1,00-01
77.44,76.85,78.03,2007-09,2007-09,N09000001,Antrim and Newtownabbey,male,Male,0-1,00-01
81.42,80.84,82.0,2006-08,2006-08,N09000001,Antrim and Newtownabbey,female,Female,0-1,00-01
77.04,76.44,77.65,2006-08,2006-08,N09000001,Antrim and Newtownabbey,male,Male,0-1,00-01
81.58,80.99,82.16,2007-09,2007-09,N09000001,Antrim and Newtownabbey,female,Female,0-1,00-01
81.63,81.05,82.21,2008-10,2008-10,N09000001,Antrim and Newtownabbey,female,Female,0-1,00-01
81.06,80.38,81.73,2006-08,2006-08,W06000004,Denbighshire,female,Female,0-1,00-01
77.33,76.62,78.03,2006-08,2006-08,W06000004,Denbighshire,male,Male,0-1,00-01
77.48,76.74,78.23,2007-09,2007-09,W06000004,Denbighshire,male,Male,0-1,00-01
77.63,76.9,78.37,2008-10,2008-10,W06000004,Denbighshire,male,Male,0-1,00-01
80.44,79.74,81.13,2008-10,2008-10,W06000004,Denbighshire,female,Female,0-1,00-01
80.54,79.85,81.24,2007-09,2007-09,W06000004,Denbighshire,female,Female,0-1,00-01
80.29,79.59,80.99,2007-09,2007-09,S12000035,Argyll and Bute,female,Female,0-1,00-01
76.71,75.99,77.43,2008-10,2008-10,S12000035,Argyll and Bute,male,Male,0-1,00-01
76.05,75.29,76.82,2006-08,2006-08,S12000035,Argyll and Bute,male,Male,0-1,00-01
79.77,79.02,80.52,2006-08,2006-08,S12000035,Argyll and Bute,female,Female,0-1,00-01
76.27,75.52,77.02,2007-09,2007-09,S12000035,Argyll and Bute,male,Male,0-1,00-01
80.76,80.11,81.42,2008-10,2008-10,S12000035,Argyll and Bute,female,Female,0-1,00-01
81.27,80.72,81.81,2007-09,2007-09,W06000022,Newport,female,Female,0-1,00-01
81.84,81.3,82.38,2008-10,2008-10,W06000022,Newport,female,Female,0-1,00-01
76.93,76.35,77.5,2006-08,2006-08,W06000022,Newport,male,Male,0-1,00-01
80.93,80.36,81.49,2006-08,2006-08,W06000022,Newport,female,Female,0-1,00-01
76.71,76.13,77.28,2007-09,2007-09,W06000022,Newport,male,Male,0-1,00-01
76.76,76.17,77.34,2008-10,2008-10,W06000022,Newport,male,Male,0-1,00-01
